Psychic,サイコキネシス,精神强念,精神強念,幻象术,幻象術,精神强念,精神強念
Hypnosis,さいみんじゅつ,催眠术,催眠術,催眠术,催眠術,催眠术,催眠術
Meditate,ヨガのポーズ,瑜伽姿势,瑜伽姿勢,瑜伽姿势,瑜伽姿勢,瑜伽姿势,瑜伽姿勢
Agility,こうそくいどう,高速移动,高速移動,高速移动,高速移動,高速移动,高速移動
Quick Attack,でんこうせっか,电光一闪,電光一閃,电光一闪,電光一閃,电光一闪,電光一閃
Rage,いかり,愤怒,憤怒,愤怒,憤怒,愤怒,憤怒
Teleport,テレポート,瞬间移动,瞬間移動,瞬间移动,瞬間移動,瞬间移动,瞬間移動
Night Shade,ナイトヘッド,黑夜魔影,黑夜魔影,黑夜诅咒,黑夜詛咒,黑夜魔影,黑夜魔影
Mimic,ものまね,模仿,模仿,模仿,模仿,模仿,模仿
Screech,いやなおと,刺耳声,刺耳聲,噪音,噪音,刺耳声,刺耳聲
Double Team,かげぶんしん,影子分身,影子分身,影子分身,影子分身,影子分身,影子分身
Recover,じこさいせい,自我再生,自我再生,自我复原,自我復原,自我再生,自我再生
Harden,かたくなる,变硬,變硬,硬梆梆,硬梆梆,变硬,變硬
Minimize,ちいさくなる,变小,變小,缩小,縮小,变小,變小
Smokescreen,えんまく,烟幕,煙幕,烟幕,煙幕,烟幕,煙幕
Confuse Ray,あやしいひかり,奇异之光,奇異之光,奇异光线,奇異光線,奇异之光,奇異之光
Withdraw,からにこもる,缩入壳中,縮入殼中,缩壳,縮殼,缩入壳中,縮入殼中
Defense Curl,まるくなる,变圆,變圓,防卫卷,防衛卷,变圆,變圓
Barrier,バリアー,屏障,屏障,障碍,障礙,屏障,屏障
Light Screen,ひかりのかべ,光墙,光牆,光墙,光牆,光墙,光牆
Haze,くろいきり,黑雾,黑霧,黑雾,黑霧,黑雾,黑霧
Reflect,リフレクター,反射壁,反射壁,减半反射,減半反射,反射壁,反射壁
Focus Energy,きあいだめ,聚气,聚氣,集气,集氣,聚气,聚氣
Bide,がまん,忍耐,忍耐,忍忍,忍忍,忍耐,忍耐
Metronome,ゆびをふる,挥指,揮指,挥指功,揮指功,挥指,揮指
Mirror Move,オウムがえし,鹦鹉学舌,鸚鵡學舌,学舌术,學舌術,鹦鹉学舌,鸚鵡學舌
Self-Destruct,じばく,自爆,自爆,自爆,自爆,自爆,自爆
Egg Bomb,タマゴばくだん,炸蛋,炸蛋,炸蛋,炸蛋,炸蛋,炸蛋
Lick,したでなめる,舌舔,舌舔,舔舌头,舔舌頭,舌舔,舌舔
Smog,スモッグ,浊雾,濁霧,迷雾,迷霧,浊雾,濁霧
Sludge,ヘドロこうげき,污泥攻击,污泥攻擊,泥浆攻击,泥漿攻擊,污泥攻击,污泥攻擊
Bone Club,ホネこんぼう,骨棒,骨棒,骨棒,骨棒,骨棒,骨棒
Fire Blast,だいもんじ,大字爆炎,大字爆炎,大字爆,大字爆,大字爆炎,大字爆炎
Waterfall,たきのぼり,攀瀑,攀瀑,鱼跃龙门,魚躍龍門,攀瀑,攀瀑
Clamp,からではさむ,贝壳夹击,貝殼夾擊,夹壳,夾殼,贝壳夹击,貝殼夾擊
Swift,スピードスター,高速星星,高速星星,高速星星,高速星星,高速星星,高速星星
Skull Bash,ロケットずつき,火箭头锤,火箭頭錘,火箭头槌,火箭頭槌,火箭头锤,火箭頭錘
Spike Cannon,とげキャノン,尖刺加农炮,尖刺加農炮,尖刺加农炮,尖刺加農炮,尖刺加农炮,尖刺加農炮
Constrict,からみつく,缠绕,纏繞,纠缠,糾纏,缠绕,纏繞
Amnesia,ドわすれ,瞬间失忆,瞬間失憶,瞬间失忆,瞬間失憶,瞬间失忆,瞬間失憶
Kinesis,スプーンまげ,折弯汤匙,折彎湯匙,折弯汤匙,折彎湯匙,折弯汤匙,折彎湯匙
Soft-Boiled,タマゴうみ,生蛋,生蛋,生蛋,生蛋,生蛋,生蛋
High Jump Kick,とびひざげり,飞膝踢,飛膝踢,飞膝撞,飛膝撞,飞膝踢,飛膝踢
Glare,へびにらみ,大蛇瞪眼,大蛇瞪眼,大蛇瞪眼,大蛇瞪眼,大蛇瞪眼,大蛇瞪眼
Dream Eater,ゆめくい,食梦,食夢,食梦,食夢,食梦,食夢
Poison Gas,どくガス,毒瓦斯,毒瓦斯,毒瓦斯,毒瓦斯,毒瓦斯,毒瓦斯
Barrage,たまなげ,投球,投球,丢球,丟球,投球,投球
Leech Life,きゅうけつ,吸血,吸血,吸血,吸血,吸血,吸血
Lovely Kiss,あくまのキッス,恶魔之吻,惡魔之吻,恶魔之吻,惡魔之吻,恶魔之吻,惡魔之吻
Sky Attack,ゴッドバード,神鸟猛击,神鳥猛擊,高空攻击,高空攻擊,神鸟猛击,神鳥猛擊
Transform,へんしん,变身,變身,变身,變身,变身,變身
Bubble,あわ,泡沫,泡沫,泡泡,泡泡,泡沫,泡沫
Dizzy Punch,ピヨピヨパンチ,迷昏拳,迷昏拳,迷昏拳,迷昏拳,迷昏拳,迷昏拳
Spore,キノコのほうし,蘑菇孢子,蘑菇孢子,蘑菇孢子,蘑菇孢子,蘑菇孢子,蘑菇孢子
Flash,フラッシュ,闪光,閃光,闪光,閃光,闪光,閃光
Psywave,サイコウェーブ,精神波,精神波,幻象波,幻象波,精神波,精神波
Splash,はねる,跃起,躍起,水溅跃,水濺躍,跃起,躍起
Acid Armor,とける,溶化,溶化,溶化,溶化,溶化,溶化
Crabhammer,クラブハンマー,蟹钳锤,蟹鉗錘,螃蟹拳,螃蟹拳,蟹钳锤,蟹鉗錘
Explosion,だいばくはつ,大爆炸,大爆炸,大爆炸,大爆炸,大爆炸,大爆炸
Fury Swipes,みだれひっかき,乱抓,亂抓,疯狂乱抓,瘋狂亂抓,乱抓,亂抓
Bonemerang,ホネブーメラン,骨头回力镖,骨頭回力鏢,骨头回力镖,骨頭回力鏢,骨头回力镖,骨頭回力鏢
Rest,ねむる,睡觉,睡覺,睡觉,睡覺,睡觉,睡覺
Rock Slide,いわなだれ,岩崩,岩崩,山崩地裂,山崩地裂,岩崩,岩崩
Hyper Fang,ひっさつまえば,必杀门牙,必殺門牙,必杀门牙,必殺門牙,必杀门牙,必殺門牙
Sharpen,かくばる,棱角化,稜角化,棱角,稜角,棱角化,稜角化
Conversion,テクスチャー,纹理,紋理,变性,變性,纹理,紋理
Tri Attack,トライアタック,三重攻击,三重攻擊,三角攻击,三角攻擊,三重攻击,三重攻擊
Super Fang,いかりのまえば,愤怒门牙,憤怒門牙,愤怒之牙,憤怒之牙,愤怒门牙,憤怒門牙
Slash,きりさく,劈开,劈開,劈开,劈開,劈开,劈開
Substitute,みがわり,替身,替身,替身,替身,替身,替身
Struggle,わるあがき,挣扎,掙扎,挣扎,掙扎,挣扎,掙扎
Sketch,スケッチ,写生,寫生,写生,寫生,写生,寫生
Triple Kick,トリプルキック,三连踢,三連踢,三倍足攻,三倍足攻,三连踢,三連踢
Thief,どろぼう,小偷,小偷,小偷,小偷,小偷,小偷
Spider Web,クモのす,蛛网,蛛網,蛛丝,蛛絲,蛛网,蛛網
Mind Reader,こころのめ,心之眼,心之眼,心眼,心眼,心之眼,心之眼
Nightmare,あくむ,恶梦,惡夢,恶梦,惡夢,恶梦,惡夢
Flame Wheel,かえんぐるま,火焰轮,火焰輪,火焰轮,火焰輪,火焰轮,火焰輪
Snore,いびき,打鼾,打鼾,打鼾,打鼾,打鼾,打鼾
Curse,のろい,诅咒,詛咒,咒语,咒語,诅咒,詛咒
Flail,じたばた,抓狂,抓狂,手足慌乱,手足慌亂,抓狂,抓狂
Conversion 2,テクスチャー２,纹理２,紋理２,变性II,變性II,纹理２,紋理２
Aeroblast,エアロブラスト,气旋攻击,氣旋攻擊,空气爆炸,空氣爆炸,气旋攻击,氣旋攻擊
Cotton Spore,わたほうし,棉孢子,棉孢子,棉孢子,棉孢子,棉孢子,棉孢子
Reversal,きしかいせい,起死回生,起死回生,起死回生,起死回生,起死回生,起死回生
Spite,うらみ,怨恨,怨恨,痛恨,痛恨,痛恨,痛恨
Powder Snow,こなゆき,细雪,細雪,细雪,細雪,细雪,細雪
Protect,まもる,守住,守住,守住,守住,守住,守住
Mach Punch,マッハパンチ,音速拳,音速拳,音速拳,音速拳,音速拳,音速拳
Scary Face,こわいかお,鬼面,鬼面,鬼脸,鬼臉,鬼面,鬼面
Feint Attack,だましうち,出奇一击,出奇一擊,虚晃一招,虛晃一招,出奇一击,出奇一擊
Sweet Kiss,てんしのキッス,天使之吻,天使之吻,天使之吻,天使之吻,天使之吻,天使之吻
Belly Drum,はらだいこ,腹鼓,腹鼓,肚子大鼓,肚子大鼓,腹鼓,腹鼓
Sludge Bomb,ヘドロばくだん,污泥炸弹,污泥炸彈,臭泥爆弹,臭泥爆彈,污泥炸弹,污泥炸彈
Mud-Slap,どろかけ,掷泥,擲泥,泥汤,泥湯,掷泥,擲泥
Octazooka,オクタンほう,章鱼桶炮,章魚桶炮,章鱼桶炮,章魚桶炮,章鱼桶炮,章魚桶炮
Spikes,まきびし,撒菱,撒菱,满地星,滿地星,撒菱,撒菱
Zap Cannon,でんじほう,电磁炮,電磁炮,电磁炮,電磁炮,电磁炮,電磁炮
Foresight,みやぶる,识破,識破,看破,看破,识破,識破
Destiny Bond,みちづれ,同命,同命,同命,同命,同命,同命
Perish Song,ほろびのうた,灭亡之歌,滅亡之歌,灭亡之歌,滅亡之歌,灭亡之歌,滅亡之歌
Icy Wind,こごえるかぜ,冰冻之风,冰凍之風,冻风,凍風,冰冻之风,冰凍之風
Detect,みきり,看穿,看穿,先决,先決,先决,先決
Bone Rush,ボーンラッシュ,骨棒乱打,骨棒亂打,骨击一气,骨擊一氣,骨棒乱打,骨棒亂打
Lock-On,ロックオン,锁定,鎖定,锁定,鎖定,锁定,鎖定
Outrage,げきりん,逆鳞,逆鱗,龙鳞之怒,龍鱗之怒,逆鳞,逆鱗
Sandstorm,すなあらし,沙暴,沙暴,沙雹,沙雹,沙暴,沙暴
Giga Drain,ギガドレイン,终极吸取,終極吸取,超级吸收,超級吸收,终极吸取,終極吸取
Endure,こらえる,挺住,挺住,忍耐,忍耐,挺住,挺住
Charm,あまえる,撒娇,撒嬌,撒娇,撒嬌,撒娇,撒嬌
Rollout,ころがる,滚动,滾動,滚动,滾動,滚动,滾動
False Swipe,みねうち,点到为止,點到為止,刀背击打,刀背擊打,点到为止,點到為止
Swagger,いばる,虚张声势,虛張聲勢,装腔作势,裝腔作勢,虚张声势,虛張聲勢
Milk Drink,ミルクのみ,喝牛奶,喝牛奶,饮奶,飲奶,喝牛奶,喝牛奶
Spark,スパーク,电光,電光,闪电,閃電,电光,電光
Fury Cutter,れんぞくぎり,连斩,連斬,连切,連切,连斩,連斬
Steel Wing,はがねのつばさ,钢翼,鋼翼,钢翼,鋼翼,钢翼,鋼翼
Mean Look,くろいまなざし,黑色目光,黑色目光,黑色眼光,黑色眼光,黑色目光,黑色目光
Attract,メロメロ,迷人,迷人,迷人,迷人,迷人,迷人
Sleep Talk,ねごと,梦话,夢話,梦话,夢話,梦话,夢話
Heal Bell,いやしのすず,治愈铃声,治癒鈴聲,治愈铃声,治癒鈴聲,治愈铃声,治癒鈴聲
Return,おんがえし,报恩,報恩,报恩,報恩,报恩,報恩
Present,プレゼント,礼物,禮物,礼物,禮物,礼物,禮物
Frustration,やつあたり,迁怒,遷怒,牵连,牽連,迁怒,遷怒
Safeguard,しんぴのまもり,神秘守护,神秘守護,神秘护身,神秘護身,神秘守护,神秘守護
Pain Split,いたみわけ,分担痛楚,分擔痛楚,分享痛楚,分享痛楚,分担痛楚,分擔痛楚
Sacred Fire,せいなるほのお,神圣之火,神聖之火,圣之火,聖之火,神圣之火,神聖之火
Magnitude,マグニチュード,震级,震級,震级,震級,震级,震級
Dynamic Punch,ばくれつパンチ,爆裂拳,爆裂拳,爆裂拳,爆裂拳,爆裂拳,爆裂拳
Megahorn,メガホーン,超级角击,超級角擊,百万吨角击,百萬噸角擊,超级角击,超級角擊
Dragon Breath,りゅうのいぶき,龙息,龍息,龙吸,龍吸,龙息,龍息
Baton Pass,バトンタッチ,接棒,接棒,接棒,接棒,接棒,接棒
Encore,アンコール,再来一次,再來一次,再来一次,再來一次,再来一次,再來一次
Pursuit,おいうち,追打,追打,追打,追打,追打,追打
Rapid Spin,こうそくスピン,高速旋转,高速旋轉,高速回转,高速迴轉,高速旋转,高速旋轉
Sweet Scent,あまいかおり,甜甜香气,甜甜香氣,甜气,甜氣,甜甜香气,甜甜香氣
Iron Tail,アイアンテール,铁尾,鐵尾,铁尾,鐵尾,铁尾,鐵尾
Metal Claw,メタルクロー,金属爪,金屬爪,合金爪,合金爪,金属爪,金屬爪
Vital Throw,あてみなげ,借力摔,借力摔,一招制敌,一招制敵,借力摔,借力摔
Morning Sun,あさのひざし,晨光,晨光,晨光,晨光,晨光,晨光
Synthesis,こうごうせい,光合作用,光合作用,光学合成,光學合成,光合作用,光合作用
Moonlight,つきのひかり,月光,月光,月光,月光,月光,月光
Hidden Power,めざめるパワー,觉醒力量,覺醒力量,催醒,催醒,觉醒力量,覺醒力量
Cross Chop,クロスチョップ,十字劈,十字劈,十字切,十字切,十字劈,十字劈
Twister,たつまき,龙卷风,龍捲風,龙卷风,龍捲風,龙卷风,龍捲風
Rain Dance,あまごい,求雨,求雨,乞雨,乞雨,求雨,求雨
Sunny Day,にほんばれ,大晴天,大晴天,大晴天,大晴天,大晴天,大晴天
Crunch,かみくだく,咬碎,咬碎,咬碎,咬碎,咬碎,咬碎
Mirror Coat,ミラーコート,镜面反射,鏡面反射,表面涂层,表面塗層,镜面反射,鏡面反射
Psych Up,じこあんじ,自我暗示,自我暗示,自我暗示,自我暗示,自我暗示,自我暗示
Extreme Speed,しんそく,神速,神速,神速,神速,神速,神速
Ancient Power,げんしのちから,原始之力,原始之力,原始之力,原始之力,原始之力,原始之力
Shadow Ball,シャドーボール,暗影球,暗影球,影子球,影子球,暗影球,暗影球
Future Sight,みらいよち,预知未来,預知未來,先知,先知,预知未来,預知未來
Rock Smash,いわくだき,碎岩,碎岩,岩石粉碎,岩石粉碎,碎岩,碎岩
Whirlpool,うずしお,潮旋,潮旋,潮旋,潮旋,潮旋,潮旋
Beat Up,ふくろだたき,围攻,圍攻,痛打一气,痛打一氣,围攻,圍攻
Fake Out,ねこだまし,击掌奇袭,擊掌奇襲,假动作,假動作,击掌奇袭,擊掌奇襲
Uproar,さわぐ,吵闹,吵鬧,吵闹,吵鬧,吵闹,吵鬧
Stockpile,たくわえる,蓄力,蓄力,储存,儲存,蓄力,蓄力
Spit Up,はきだす,喷出,噴出,喷出,噴出,喷出,噴出
Swallow,のみこむ,吞下,吞下,吞下,吞下,吞下,吞下
Heat Wave,ねっぷう,热风,熱風,热风,熱風,热风,熱風
Hail,あられ,冰雹,冰雹,冰雹,冰雹,冰雹,冰雹
Torment,いちゃもん,无理取闹,無理取鬧,假指控,假指控,无理取闹,無理取鬧
Flatter,おだてる,吹捧,吹捧,煽惑,煽惑,吹捧,吹捧
Will-O-Wisp,おにび,鬼火,鬼火,鬼火,鬼火,鬼火,鬼火
Memento,おきみやげ,临别礼物,臨別禮物,临别礼物,臨別禮物,临别礼物,臨別禮物
Facade,からげんき,硬撑,硬撐,假勇敢,假勇敢,硬撑,硬撐
Focus Punch,きあいパンチ,真气拳,真氣拳,集中猛击,集中猛擊,真气拳,真氣拳
Smelling Salts,きつけ,清醒,清醒,苏醒,甦醒,清醒,清醒
Follow Me,このゆびとまれ,看我嘛,看我嘛,跟我来,跟我來,看我嘛,看我嘛
Nature Power,しぜんのちから,自然之力,自然之力,自然能力,自然能力,自然之力,自然之力
Charge,じゅうでん,充电,充電,充电,充電,充电,充電
Taunt,ちょうはつ,挑衅,挑釁,挑拨,挑撥,挑衅,挑釁
Helping Hand,てだすけ,帮助,幫助,帮助,幫助,帮助,幫助
Trick,トリック,戏法,戲法,骗术,騙術,戏法,戲法
Role Play,なりきり,扮演,扮演,角色扮演,角色扮演,扮演,扮演
Wish,ねがいごと,祈愿,祈願,祈求,祈求,祈愿,祈願
Assist,ねこのて,借助,借助,协助,協助,借助,借助
Ingrain,ねをはる,扎根,扎根,根深蒂固,根深蒂固,扎根,紮根
Superpower,ばかぢから,蛮力,蠻力,蛮力,蠻力,蛮力,蠻力
Magic Coat,マジックコート,魔法反射,魔法反射,魔术外衣,魔術外衣,魔法反射,魔法反射
Recycle,リサイクル,回收利用,回收利用,回收,回收,回收利用,回收利用
Revenge,リベンジ,报复,報復,报仇,報仇,报复,報復
Brick Break,かわらわり,劈瓦,劈瓦,劈瓦,劈瓦,劈瓦,劈瓦
Yawn,あくび,哈欠,哈欠,哈欠,哈欠,哈欠,哈欠
Knock Off,はたきおとす,拍落,拍落,落拳,落拳,拍落,拍落
Endeavor,がむしゃら,蛮干,蠻幹,强攻,強攻,蛮干,蠻幹
Eruption,ふんか,喷火,噴火,喷火,噴火,喷火,噴火
Skill Swap,スキルスワップ,特性互换,特性互換,交换绝招,交換絕招,特性互换,特性互換
Imprison,ふういん,封印,封印,封印,封印,封印,封印
Refresh,リフレッシュ,焕然一新,煥然一新,清新,清新,焕然一新,煥然一新
Grudge,おんねん,怨念,怨念,怨恨,怨恨,怨恨,怨恨
Snatch,よこどり,抢夺,搶奪,抢夺,搶奪,抢夺,搶奪
Secret Power,ひみつのちから,秘密之力,秘密之力,神秘力量,神秘力量,秘密之力,秘密之力
Dive,ダイビング,潜水,潛水,潜水,潛水,潜水,潛水
Arm Thrust,つっぱり,猛推,猛推,猛推,猛推,猛推,猛推
Camouflage,ほごしょく,保护色,保護色,保护色,保護色,保护色,保護色
Tail Glow,ほたるび,萤火,螢火,萤火,螢火,萤火,螢火
Luster Purge,ラスターパージ,洁净光芒,潔淨光芒,洁净光泽,潔淨光澤,洁净光芒,潔淨光芒
Mist Ball,ミストボール,薄雾球,薄霧球,薄雾球,薄霧球,薄雾球,薄霧球
Feather Dance,フェザーダンス,羽毛舞,羽毛舞,羽毛舞,羽毛舞,羽毛舞,羽毛舞
Teeter Dance,フラフラダンス,摇晃舞,搖晃舞,摇晃舞,搖晃舞,摇晃舞,搖晃舞
Blaze Kick,ブレイズキック,火焰踢,火焰踢,火焰踢,火焰踢,火焰踢,火焰踢
Mud Sport,どろあそび,玩泥巴,玩泥巴,玩泥巴,玩泥巴,玩泥巴,玩泥巴
Ice Ball,アイスボール,冰球,冰球,冰球,冰球,冰球,冰球
Needle Arm,ニードルアーム,尖刺臂,尖刺臂,针叶暗器,針葉暗器,尖刺臂,尖刺臂
Slack Off,なまける,偷懒,偷懶,懒惰,懶惰,偷懒,偷懶
Hyper Voice,ハイパーボイス,巨声,巨聲,高音,高音,巨声,巨聲
Poison Fang,どくどくのキバ,剧毒牙,劇毒牙,毒液牙,毒液牙,剧毒牙,劇毒牙
Crush Claw,ブレイククロー,撕裂爪,撕裂爪,突击爪,突擊爪,撕裂爪,撕裂爪
Blast Burn,ブラストバーン,爆炸烈焰,爆炸烈焰,爆炸燃烧,爆炸燃燒,爆炸燃烧,爆炸燃燒
Hydro Cannon,ハイドロカノン,加农水炮,加農水炮,水电炮,水電炮,加农水炮,加農水炮
Meteor Mash,コメットパンチ,彗星拳,彗星拳,流星拳,流星拳,彗星拳,彗星拳
Astonish,おどろかす,惊吓,驚嚇,惊吓,驚嚇,惊吓,驚嚇
Weather Ball,ウェザーボール,气象球,氣象球,气象球,氣象球,气象球,氣象球
